name,name_modify,category,y_coord,x_coord,address_str,address_jibun,tel,num_site,area,area_bldg,available_ppl,parking,conv,safety,etc_bldg,time,price,tel_admin,admin,collect_date,admin_code,admin_name
속리산알프스야영장,속리산알프스야영장,야영장,36.57436508,127.7790838,충청북도 보은군 산외면 속리산로 1842-12,충청북도 보은군 산외면 장갑리 11-2,000-000-0000,10,,,40,,-,대피로 및 대피시설,"화장실,샤워실",1박2일(익일 정오 12시),"35,000",043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
사나래캠핑장,사나래캠핑장,야영장,36.5739872,127.7712327,충청북도 보은군 산외면 속리산로 1770,충청북도 보은군 산외면 장갑리 318,000-000-0000,40,,1023.25,160,,매점,대피로 및 대피시설,"화장실,샤워실",1박2일(익일 정오 12시),"35,000",043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
어라운드빌리지,어라운드빌리지,야영장,36.44595292,127.75338,충청북도 보은군 탄부면 사직 1길 34,충청북도 보은군 탄부면 사직리 151-3,070-8650-6375,45,,995.08,80,,매점,대피로 및 대피시설,"화장실,샤워실",1박2일(익일 정오 12시),"35,000",043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
정이품송캠핑장,정이품송캠핑장,야영장,36.47179432,127.7917574,충청북도 보은군 장안면 개안길 107,충청북도 보은군 장안면 개안리 147-1,070-7783-3977,18,,,72,,-,대피로 및 대피시설,"화장실,샤워실",1박2일(익일 정오 12시),"30,000",043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
속리산사내리캠핑장,속리산사내리캠핑장,야영장,36.530788,127.824829,충청북도 보은군 속리산면 법주사로 248-46,충청북도 보은군 속리산면 사내리 270-2,043-544-5453,80,,60.06,300,,매점,대피로 및 대피시설,"화장실,샤워실",1박2일(익일 정오 12시),"30,000",043-540-3393,보은군 문화관광과,2019-05-30,4420000,충청북도 보은군
불영계곡 캠핑장,불영계곡캠핑장,야영장,36.9658439,129.3202369,,경상북도 울진군 울진읍 대흥리 76,000-0000-0000,12,4555,,48,30,"상하수도,화장실","소화기, 방송장비, cctv",,연중,,054-789-6903,경상북도울진군청,2019-09-25,5250000,경상북도 울진군
산내들관광농원,산내들관광농원,야영장,36.9629881,129.2118467,,경상북도 울진군 금강송면 소광리 429-1,000-0000-0000,20,3542,,100,,"상하수도,화장실","소화기,게시물",,연중,,054-789-6903,경상북도울진군청,2019-09-25,5250000,경상북도 울진군
금강송체험야영장,금강송체험야영장,야영장,37.01009594,129.2122367,,경상북도 울진군 금강송면 소광리 173-2,000-0000-0000,12,3840,,48,15,"상하수도,화장실","소화기,방송장비,게시물",,연중,,054-789-6903,경상북도울진군청,2019-09-25,5250000,경상북도 울진군
왕피천하늘담야영장,왕피천하늘담야영장,야영장,36.92035314,129.3426273,경상북도 울진군 근남면 왕피천로 555-110,경상북도 울진군 근남면 구산리1290-3,000-0000-0000,7,2216,76,35,9,"상수도,전기,화장실,샤워실","소화기,게시물",,연중,,054-789-6903,경상북도울진군청,2019-09-25,5250000,경상북도 울진군
구산오토캠핑장,구산오토캠핑장,자동차야영장,36.75272039,129.4670946,,경상북도 울진군 기성면 구산리 산 70,054-788-9355,15,28886,18,100,150,"상하수도,전기,화장실,취사시설,샤워실","소화기,방송장비,게시물",,연중,,054-789-6903,경상북도울진군청,2019-09-25,5250000,경상북도 울진군
페리오오토캠핑장,페리오오토캠핑장,자동차야영장,37.02197154,129.4100951,경상북도 울진군 울진읍 울진북로 906,경상북도 울진군 울진읍 온양리 232,000-0000-0000,2,583,29.85,20,10,"상하수도,전기,화장실,취사시설,샤워실","소화기,방송장비,관리요원",카라반8동,연중,,054-789-6903,경상북도울진군청,2019-09-25,5250000,경상북도 울진군
산내들캠핑,산내들캠핑,야영장,37.113903,128.10963,,충청북도 제천시 봉양읍 연박리 319-4번지,043-647-4889,10,879,175,60,,전기+화장실+샤워시설+개수대,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
별장캠핑장,별장캠핑장,야영장,37.16546551,128.1061842,충청북도 제천시 봉양읍 제원로 460,충청북도 제천시 봉양읍 구학리 227번지,043-651-4772,8,1907,,50,,화장실+샤워시설+개수대+족구장,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
별수하야영장,별수하야영장,야영장,37.20877106,127.9983312,충청북도 제천시 백운면 운학3길 19,충청북도 제천시 백운면 운학리 171번지,070-4806-0198,30,4243,150,180,,전기+화장실+샤워시설+개수대,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
박달재자연휴양림야영장,박달재자연휴양림야영장,야영장,37.14806283,128.0452934,충청북도 제천시 백운면 금봉로 223,충청북도 제천시 백운면 평동리 산 71번지,043-641-5114,45,3330,23,300,,화장실+샤워시설+개수대,소화기+방송시설+안전게시물,,,,043-641-6522,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
박달재옛길캠핑장,박달재옛길캠핑장,야영장,37.1409146,128.0644767,충청북도 제천시 봉양읍 원박길 245,충청북도 제천시 봉양읍 원박리 929-1번지,043-651-5810,35,8000,647,210,,전기+화장실+샤워시설+개수대+수영장,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
무도글램핑,무도글램핑,야영장,37.17159524,128.2617088,충청북도 제천시 송학면 송학로2길 140-29,충청북도 제천시 송학면 무도리 573번지,000-000-0000,0,1970,108,40,,전기+화장실+샤워시설+개수대+수영장,소화기+방송시설+안전게시물,글램핑 7,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
덕동골 캠핑장,덕동골캠핑장,야영장,37.217224,127.9569018,충청북도 제천시 백운면 덕동로2길 23-26,충청북도 제천시 백운면 덕동리 292-2번지,000-000-0000,35,2672,58,210,,전기+화장실+샤워시설+개수대+족구장+흙놀이터,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
덕동 산상낙원,덕동산상낙원,야영장,37.21352593,127.9459411,충청북도 제천시 백운면 덕동로 609-61,충청북도 제천시 백운면 덕동리 378번지,043-653-6692,30,7233,112,180,,전기+화장실+샤워시설+개수대+수영장,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
덕동 산마루캠핑장,덕동산마루캠핑장,야영장,37.198074,127.98365,,충청북도 제천시 백운면 덕동리 78-4번지,043-643-5050,30,5500,118,180,,전기+화장실+샤워시설+개수대,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
대현캠핑장,대현캠핑장,야영장,37.19466348,128.1550981,충청북도 제천시 봉양읍 명암로 692,충청북도 제천시 봉양읍 명암리 198번지,000-000-0000,8,1789,51,50,,전기+화장실+샤워시설+개수대+수영장,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
달숲캠핑장,달숲캠핑장,야영장,37.088359,128.188871,,충청북도 제천시 금성면 월림리 16-1번지,000-000-0000,23,3912,99,150,,전기+화장실+샤워시설+개수대+수영장,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
늘해랑캠핑장,늘해랑캠핑장,야영장,37.06245754,128.205688,충청북도 제천시 금성면 중포1안길 89,충청북도 제천시 금성면 포전리 205번지,000-000-0000,8,1980,61,50,,전기+화장실+샤워시설+개수대,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
가마실캠핑장,가마실캠핑장,야영장,37.12153027,128.296608,충청북도 제천시 의병대로61길 50,충청북도 제천시 자작동 242번지,000-000-0000,60,5234,176,360,,전기+화장실+샤워시설+개수대,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
(주)코어리소스 더 프라우드,(주)코어리소스더프라우드,야영장,37.20466581,128.0094152,충청북도 제천시 백운면 구학산로 1038,충청북도 제천시 백운면 운학리 105-10번지,043-651-7000,0,16590,959,100,,전기+화장실+샤워시설+개수대+족구장+수영장,소화기+방송시설+안전게시물,글램핑 15+카라반 6,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
의풍분교온달캠핑장,의풍분교온달캠핑장,야영장,37.05979321,128.6175092,충청북도 단양군 영춘면 의풍리 456-3,충청북도 단양군 영춘면 의풍리 456-3,043-421-1414,32,13549,935.15,128,32,샤워시설,소화기,,1일,"20,000~30,000",043-420-2586,충청북도 단양군청,2019-09-10,4480000,충청북도 단양군
소백산자락길캠핑장,소백산자락길캠핑장,자동차야영장,37.07306615,128.5194811,충청북도 단양군 영춘면 영부로 2545,충청북도 단양군 영춘면 동대리 806,043-422-1146,20,12682,794.92,80,20,샤워시설,소화기,,1일,"20,000~30,000",043-420-2586,충청북도 단양군청,2019-09-10,4480000,충청북도 단양군
반딧불자연캠핑장,반딧불자연캠핑장,자동차야영장,36.9228534,128.2426757,충청북도 단양군 단성면 두항1길 50,충청북도 단양군 단성면 두항리 39,043-422-1146,15,10156,1729.21,60,15,샤워시설,소화기,,1일,"20,000~30,000",043-420-2586,충청북도 단양군청,2019-09-10,4480000,충청북도 단양군
대강오토캠핑장,대강오토캠핑장,자동차야영장,36.91926162,128.3550022,충청북도 단양군 대강면 두음리 564-1,충청북도 단양군 대강면 두음리 564-1,043-420-3104,41,11268,36,164,41,샤워시설,소화기,,1일,"20,000~30,000",043-420-2586,충청북도 단양군청,2019-09-10,4480000,충청북도 단양군
소선암오토캠핑장,소선암오토캠핑장,자동차야영장,36.92612459,128.3111261,충청북도 단양군 단성면 선암계곡로 1656,충청북도 단양군 단성면 상방리 291,043-420-3104,73,19649,185.45,292,73,샤워시설,소화기,,1일,"20,000~30,000",043-420-2586,충청북도 단양군청,2019-09-10,4480000,충청북도 단양군
천동캠핑장(하),천동캠핑장(하),야영장,36.9730848,128.4169284,충청북도 단양군 단양읍 다리안로 528-10,충청북도 단양군 단양읍 천동리 201,043-420-3104,51,6913,90,204,51,샤워시설,소화기,,1일,"20,000~30,000",043-420-2586,충청북도 단양군청,2019-09-10,4480000,충청북도 단양군
천동오토캠핑장(상),천동오토캠핑장(상),자동차야영장,36.9730848,128.4169284,충청북도 단양군 단양읍 다리안로 528-10,충청북도 단양군 단양읍 천동리 201,043-420-3104,21,4339,60,84,21,샤워시설,소화기,,1일,"20,000~30,000",043-420-2586,충청북도 단양군청,2019-09-10,4480000,충청북도 단양군
다리안캠핑장,다리안캠핑장,야영장,36.9647819,128.4207808,충청북도 단양군 단양읍 소백산등산길 12,충청북도 단양군 단양읍 천동리 380-16,043-420-3104,115,153835,632,460,115,샤워시설,소화기,,1일,"20,000~30,000",043-420-2586,충청북도 단양군청,2019-09-10,4480000,충청북도 단양군
공간,공간,야영장,37.05911033,128.4171193,충청북도 단양군 가곡면 남한강로 1057,충청북도 단양군 가곡면 향산리 509-4,043-422-8522,5,1901,189.94,20,5,샤워시설,소화기,,1일,"20,000~30,000",043-420-2586,충청북도 단양군청,2019-09-10,4480000,충청북도 단양군
포시즌,포시즌,자동차야영장,37.0613498,128.422992,충청북도 단양군 가곡면 남한강로 1117,충청북도 단양군 가곡면 향산리 342-2,043-422-1146,6,952,65.38,24,6,샤워시설,소화기,,1일,"20,000~30,000",043-420-2586,충청북도 단양군청,2019-09-10,4480000,충청북도 단양군
노동오토캠핑장,노동오토캠핑장,자동차야영장,36.9565321,128.3736306,충청북도 단양군 단양읍 단양노동길 2-5,충청북도 단양군 단양읍 노동리 265,043-422-1146,9,5131,935.15,36,9,샤워시설,소화기,,1일,"20,000~30,000",043-420-2586,충청북도 단양군청,2019-09-10,4480000,충청북도 단양군
솔티야영장,솔티야영장,야영장,36.96611758,128.4194525,충청북도 단양군 단양읍 천동리 380-10,충청북도 단양군 단양읍 천동리 380-10,043-421-5789,10,3408,124.57,40,10,샤워시설,소화기,,1일,"20,000~30,000",043-420-2586,충청북도 단양군청,2019-09-10,4480000,충청북도 단양군
평산오토캠핑장,평산오토캠핑장,야영장,37.20122512,127.9796556,충청북도 제천시 백운면 덕동로 205-4,충청북도 제천시 백운면 덕동리 85번지,043-642-9606,80,10223,148,480,,전기+화장실+샤워시설+개수대+수영장,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
패밀리오토캠핑장 (한국전통문화체험학교),패밀리오토캠핑장(한국전통문화체험학교),야영장,36.89216328,128.138758,충청북도 제천시 덕산면 월악산로4길 10 (월악분교),충청북도 제천시 덕산면 월악리 564번지,043-651-2866,49,2511,39,300,,전기+화장실+샤워시설+개수대+승마체험장+국궁체험장,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
태라 글램핑,태라글램핑,야영장,37.17487819,128.1093841,충청북도 제천시 봉양읍 제원로8길 21-26,충청북도 제천시 봉양읍 옥전리 117-1번지,043-645-1300,0,29931,645,30,,전기+화장실+샤워시설+개수대+수영장+족구장+세미나실,소화기+방송시설+안전게시물,글램핑 5,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
청풍호오토캠핑장,청풍호오토캠핑장,자동차야영장,37.02862991,128.1866795,충청북도 제천시 금성면 청풍호로39길 103,충청북도 제천시 금성면 성내리 41-1번지,000-000-0000,34,5388,102,210,,전기+화장실+샤워시설+개수대+족구장,소화기+방송시설+안전게시물,카라반 3,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
청풍 월드니스 글램핑,청풍월드니스글램핑,야영장,37.010858,128.1875977,충청북도 제천시 청풍면 청풍호로49길 47,충청북도 제천시 청풍면 교리 산 15-21번지,043-653-7853,0,1990,75,60,,전기+화장실+샤워시설+개수대,소화기+방송시설+안전게시물,글램핑 10,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
제천옛날학교캠핑장,제천옛날학교캠핑장,야영장,36.91395826,128.0942284,충청북도 제천시 덕산면 후청골길 72,충청북도 제천시 덕산면 수산리 833-2번지,043-652-5828,25,9135,483,150,,전기+화장실+샤워시설+개수대+수영장,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
제천승마오토캠핑장,제천승마오토캠핑장,야영장,37.15994275,128.140169,충청북도 제천시 봉양읍 용두대로40길 172-22,충청북도 제천시 봉양읍 명도리 322-2번지,000-000-0000,100,16136,182,600,,전기+화장실+샤워시설+개수대+수영장+승마체험장,소화기+방송시설+안전게시물,글램핑 2,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
제천모드니애 캠핑장,제천모드니애캠핑장,야영장,37.1657339,128.1099128,충청북도 제천시 봉양읍 제원로 528,충청북도 제천시 봉양읍 구학리 214-9번지,000-000-0000,8,1857,90,50,,화장실+샤워시설+개수대,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
제천 하늘뜨레 서울캠핑장,제천하늘뜨레서울캠핑장,야영장,37.22153621,128.236699,충청북도 제천시 송학면 송학주천로19길 5 (송한분교),충청북도 제천시 송학면 송한리 543번지,02-2133-3924,20,6545,405,120,,전기+화장실+샤워시설+개수대+수영장,소화기+방송시설+안전게시물,,,,02-2133-3924,서울특별시 서울특별시청,2019-09-23,4400000,충청북도 제천시
월악힐링캠핑장,월악힐링캠핑장,야영장,36.86874364,128.1547701,충청북도 제천시 덕산면 월악산로 767,충청북도 제천시 덕산면 월악리 207번지,000-000-0000,35,3498,196,210,,전기+화장실+샤워시설+개수대,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
월악오토캠핑장,월악오토캠핑장,야영장,36.86915342,128.1548839,충청북도 제천시 덕산면 월악산로 761,충청북도 제천시 덕산면 월악리 209-1번지,000-000-0000,50,8256,155,300,,전기+화장실+샤워시설+개수대+수영장,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
월악산억수캠핑장,월악산억수캠핑장,야영장,36.87324832,128.1503698,충청북도 제천시 덕산면 월악산로 721-12,충청북도 제천시 덕산면 월악리 341번지,000-000-0000,50,7399,82,300,,전기+화장실+샤워시설+개수대,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
월악산국립공원 용하야영장,월악산국립공원용하야영장,야영장,36.857889,128.1618849,충청북도 제천시 덕산면 월악산로 913,충청북도 제천시 덕산면 월악리 123-1번지,043-653-3250,80,7993,,480,,화장실+샤워시설+개수대,소화기+방송시설+안전게시물,,,,043-653-3250,월악산국립공원사무소,2019-09-23,4400000,충청북도 제천시
월악산국립공원 송계자동차야영장,월악산국립공원송계자동차야영장,자동차야영장,36.885217,128.075848,,충청북도 제천시 한수면 송계리 1172-8번지,043-653-3250,75,12095,,450,,전기+화장실+샤워시설+개수대,소화기+방송시설+안전게시물,,,,043-653-3250,충청북도 월악산국립공원사무소,2019-09-23,4400000,충청북도 제천시
월악산국립공원 덕주야영장,월악산국립공원덕주야영장,야영장,36.837409,128.093654,,충청북도 제천시 한수면 송계리 46-1번지,043-653-3250,200,20070,,1200,,화장실+샤워시설+개수대,소화기+방송시설+안전게시물,,,,043-653-3250,충청북도 월악산국립공원사무소,2019-09-23,4400000,충청북도 제천시
월악산국립공원 닷돈재자동차야영장,월악산국립공원닷돈재자동차야영장,자동차야영장,36.843691,128.092467,,충청북도 제천시 한수면 송계리 70-2번지,043-653-3250,23,10352,,320,,전기+화장실+샤워시설+개수대,소화기+방송시설+안전게시물,글램핑 31,,,043-653-3250,충청북도 월악산국립공원사무소,2019-09-23,4400000,충청북도 제천시
월악산광천민박오토캠핑장,월악산광천민박오토캠핑장,야영장,36.88273337,128.1504941,충청북도 제천시 덕산면 월악산로5길 18-3,충청북도 제천시 덕산면 월악리 441번지,000-000-0000,12,894,12,70,,전기+화장실+샤워시설+개수대+노래연습장+당구장+찜질방,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
월악 한울캠핑장,월악한울캠핑장,자동차야영장,36.91484523,128.1105031,충청북도 제천시 덕산면 월악산로 13,충청북도 제천시 덕산면 수산리 487-11번지,000-000-0000,20,2145,50,120,,전기+화장실+샤워시설+개수대,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
용두산오토캠핑장,용두산오토캠핑장,야영장,37.19309294,128.1917625,충청북도 제천시 명암로 1040,충청북도 제천시 모산동 산 2-1번지,043-641-6512,28,7384,199,160,,전기+화장실+샤워시설+개수대,소화기+방송시설+안전게시물,,,,043-641-6513,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
엉클캠프(UNCLE CAMP),엉클캠프(UNCLECAMP),야영장,37.17269466,128.1104826,충청북도 제천시 봉양읍 제원로8길 16-1,충청북도 제천시 봉양읍 옥전리 225-7번지,000-000-0000,44,5669,184,250,,전기+화장실+샤워시설+개수대+수영장+족구장,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
십자봉 야영장,십자봉야영장,야영장,37.2136503,127.9555905,충청북도 제천시 백운면 덕동로 527-4,충청북도 제천시 백운면 덕동리 284-0번지,043-651-6886,20,1985,76,120,,전기+화장실+샤워시설+개수대+족구장+노래연습장,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
스파앤캠핑,스파앤캠핑,야영장,37.010368,128.1548511,충청북도 제천시 청풍면 청풍명월로 246,충청북도 제천시 청풍면 연곡리 228-14번지,000-000-0000,0,967,107,30,,전기+화장실+샤워시설+개수대,소화기+방송시설+안전게시물,카라반 8,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
스카이운학 캠핑장,스카이운학캠핑장,자동차야영장,37.21025384,128.0002883,충청북도 제천시 백운면 운학길 81,충청북도 제천시 백운면 운학리 313-9번지,000-000-0000,80,12712,627,500,,전기+화장실+샤워시설+개수대+수영장+족구장+세미나실,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
소풍가는날팬션오토캠핑장,소풍가는날팬션오토캠핑장,야영장,37.19605974,127.9836615,충청북도 제천시 백운면 덕동로 131,충청북도 제천시 백운면 덕동리 76-1번지,043-643-5794,15,1488,27,90,,전기+화장실+샤워시설+개수대,소화기+방송시설+안전게시물,,,,043-641-6703,충청북도 제천시청,2019-09-23,4400000,충청북도 제천시
구름포오토캠핑장,구름포오토캠핑장,야영장,36.835094,126.152786,충청남도 태안군 소원면 의항리 157-3,충청남도 태안군 소원면 의항리 157-3,041-670-2114,13,4073,,60,,전기시설+하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
매화둠벙마을영농조합법인,매화둠벙마을영농조합법인,야영장,36.81206822,126.226816,충청남도 태안군 원북면 동해길 301-41,충청남도 태안군 원북면 동해길 301-41,041-672-0109,1,1563,,136,,전기시설+하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
송도오토캠핑장,송도오토캠핑장,야영장,36.778071,126.134623,충청남도 태안군 소원면 모항항길 106-22,충청남도 태안군 소원면 모항항길 106-22,041-670-2114,18,1738,,80,,전기시설+하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
태안별빛오토캠핑장,태안별빛오토캠핑장,자동차야영장,36.74637448,126.1838919,충청남도 태안군 소원면 법산리 897,충청남도 태안군 소원면 법산리 897,041-670-2114,60,18306,,52,,전기시설+하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
태안둘레길캠핑장,태안둘레길캠핑장,야영장,36.93153163,126.2939816,충청남도 태안군 이원면 내리 503-8,충청남도 태안군 이원면 내리 503-8,041-675-7000,93,28901,,372,,전기시설+하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
마검포힐링캠핑장,마검포힐링캠핑장,야영장,36.609199,126.290799,충청남도 태안군 남면 신온리 952-15,충청남도 태안군 남면 신온리 952-15,041-670-2114,9,1828,,72,,전기시설+하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
몽산포자동차야영장,몽산포자동차야영장,자동차야영장,36.669072,126.289209,충청남도 태안군 남면 신장리 355-68,충청남도 태안군 남면 신장리 355-68,041-672-7267,159,33016,,600,,하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
학암포자동차야영장,학암포자동차야영장,자동차야영장,36.89799623,126.2072633,충청남도 태안군 원북면 옥파로 1152-37,충청남도 태안군 원북면 옥파로 1152-37,041-674-3224,100,27451,,400,,전기시설+하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
삼봉자동차야영장,삼봉자동차야영장,자동차야영장,36.57151542,126.3150832,충청남도 태안군 안면읍 삼봉길 209-3,충청남도 태안군 안면읍 삼봉길 209-3,041-673-1066,25,22000,,100,,하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
이태백야영장,이태백야영장,야영장,36.832331,126.157018,충청남도 태안군 소원면 구름포길 84-184,충청남도 태안군 소원면 구름포길 84-184,041-670-2114,13,1222,,52,,전기시설+하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
굼벵이캠핑농원,굼벵이캠핑농원,야영장,36.936513,126.2939113,충청남도 태안군 이원면 꾸지나무길 103-10,충청남도 태안군 이원면 꾸지나무길 103-10,041-670-2114,21,1912,,84,,전기시설+하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
맘빌리지,맘빌리지,야영장,36.7379596,126.2023737,충청남도 태안군 소원면 법산길 350-60,충청남도 태안군 소원면 법산길 350-60,041-670-2114,1,1991,,48,,전기시설+하수도시설,소화기+대피공간,,,,041-670-2766,태안군청,2019-05-31,4620000,충청남도 태안군
비학산자연휴양림,비학산자연휴양림,야영장,36.14703337,129.2111071,경상북도 포항시 북구 기북면 비학산길 302,경상북도 포항시 북구 기북면 탑정리 57,054-270-3823,6,1832,,30,10,상하수도시설,대피공간,,연중,10000,054-270-3823,포항시청,2019-07-31,5020000,경상북도 포항시
서대산드림캠핑파크,서대산드림캠핑파크,야영장,36.23625553,127.53303,충청남도 금산군 추부면 성당로 247,충청남도 금산군 추부면 성당리 2-2,041-751-5017,46,2500,42.2,184,100,"관리동, 화장실,샤워실, 개수대 등","cctv, 소화기,방송시설 등","놀이형시설, 수영장 등",당일 14:00익일 11:00,평일 : 3만원주말 : 4만원,041-750-2382,금산군청,2019-07-30,4550000,충청남도 금산군
산꽃벚꽃마을 오토캠핑장,산꽃벚꽃마을오토캠핑장,야영장,36.19439671,127.5676081,충청남도 금산군 군북면 자진뱅이길 39,충청남도 금산군 군북면 산안리 302,041-751-3322,35,23402,254.85,140,77,"관리동, 화장실,샤워실, 개수대 등","cctv, 소화기,방송시설 등",족구장,당일 14:00익일 11:00,평일 : 2만원주말 : 3만원,041-750-2382,금산군청,2019-07-30,4550000,충청남도 금산군
심천힐링관광농원,심천힐링관광농원,야영장,35.99349179,127.484801,충청남도 금산군 남일면 신동길 239-110,충청남도 금산군 남일면 신동리 692,041-750-7400,12,2380,94.74,48,20,"관리동, 화장실,샤워실, 개수대 등","cctv, 소화기,방송시설 등",수영장 등,당일 14:00익일 11:00,평일 : 3만원주말 : 3만원,041-750-2382,금산군청,2019-07-30,4550000,충청남도 금산군
진산자연휴양림캠핑장,진산자연휴양림캠핑장,야영장,36.12303243,127.3441498,충청남도 금산군 진산면 대둔산로 6,충청남도 금산군 진산면 묵산리 산 87-13,041-753-4242,43,1659,232,172,60,"관리동, 화장실,샤워실 등","cctv, 소화기,조명시설 등",수영장 등,당일 14:00익일 11:00,평일 : 3만원주말 : 4만원,041-750-2382,금산군청,2019-07-30,4550000,충청남도 금산군
하늘물빛정원글램핑,하늘물빛정원글램핑,야영장,36.2230368,127.4829571,충청남도 금산군 추부면 검한1길 156,충청남도 금산군 추부면 요광리 713-1,041-751-7713,5,3533,1389,25,150,"관리동, 화장실,샤워실 등","cctv, 소화기,조명시설 등",야외 쉼터 등,당일 14:00익일 11:00,평일 : 13만원주말 : 17만원,041-750-2382,금산군청,2019-07-30,4550000,충청남도 금산군
금산산림문화타운캠핑장,금산산림문화타운캠핑장,야영장,36.06776064,127.3690934,충청남도 금산군 남이면 느티골길 200,충청남도 금산군 남이면 건천리 산 166,041-750-3435,83,8140,133,330,350,"안내소, 화장실,개수대, 매점 등","cctv, 소화기,방송시설 등",놀이형시설,당일 14:00익일 12:00,평일 : 2만원주말 : 2만원,041-750-2382,금산군청,2019-07-30,4550000,충청남도 금산군
금산인삼골오토캠핑장,금산인삼골오토캠핑장,자동차야영장,36.088731,127.5874732,충청남도 금산군 제원면 달고개길 113,충청남도 금산군 제원면 용화리 271,041-752-1210,55,166000,282,220,150,"관리동, 화장실,샤워실, 개수대 등","cctv, 소화기,방송시설 등",어린이놀이터,당일 14:00익일 11:00,평일 : 2만원주말 : 2만원,041-750-2382,금산군청,2019-07-30,4550000,충청남도 금산군
